,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Mühərrikin gücü,Yanacaq növü,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Qiymət,K,r,e,d,i,t
7311,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Ağ,5.0 L,510 a.g.,Benzin,118 000 km,Avtomat,Tam,Xeyr,31 500 $,,,,,,
7312,Bakı,Mercedes,E 320,2000,Sedan,Gümüşü,3.2 L,197 a.g.,Dizel,289 000 km,Avtomat,Arxa,Xeyr,15 800 AZN,,,,,,
7313,Ağdaş,Chevrolet,Malibu,2017,Sedan,Ağ,1.5 L,160 a.g.,Benzin,92 000 km,Avtomat,Ön,Xeyr,22 900 AZN,,,,,,
7314,Bakı,Hyundai,Tucson,2019,Offroader / SUV,Göy,2.0 L,168 a.g.,Benzin,33 000 km,Avtomat,Tam,Xeyr,37 800 AZN,,,,,,
7315,Bakı,BMW,528,2011,Sedan,Qara,3.0 L,258 a.g.,Benzin,225 000 km,Avtomat,Ön,Xeyr,17 900 $,,,,,,
7316,Bakı,Mercedes,C 180,2014,Sedan,Ağ,1.6 L,156 a.g.,Benzin,120 000 km,Avtomat,Arxa,Xeyr,25 500 $,,,,,,
7317,Bakı,Mercedes,Sprinter 518,2008,Yük maşını,Sarı,3.0 L,350 a.g.,Dizel,218 000 km,Mexaniki,Arxa,Xeyr,36 000 AZN,,,,,,
7318,Bakı,BMW,520,2018,Sedan,Ağ,2.0 L,190 a.g.,Dizel,83 000 km,Avtomat,Arxa,Xeyr,46 800 $,,,,,,
7319,Bakı,Toyota,Prado,2013,Offroader / SUV,Qara,2.7 L,169 a.g.,Benzin,159 000 km,Avtomat,Tam,Xeyr,31 555 $,,,,,,
7320,Bakı,Toyota,Prius,2009,Hetçbek / Liftbek,Ağ,1.5 L,76 a.g.,Hibrid,156 000 km,Avtomat,Arxa,Xeyr,13 600 AZN,,,,,,
7321,Bakı,Kia,Rio,2006,Hetçbek / Liftbek,Ağ,1.4 L,97 a.g.,Benzin,185 000 km,Mexaniki,Ön,Xeyr,9 500 AZN,,,,,,
7322,Bakı,Lexus,GS 350,2010,Sedan,Ağ,3.5 L,250 a.g.,Benzin,98 900 km,Avtomat,Arxa,Xeyr,19 900 AZN,,,,,,
7323,Bakı,Lexus,ES 250,2022,Sedan,Qara,2.5 L,208 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,66 000 $,,,,,,
7324,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Gümüşü,3.0 L,178 a.g.,Benzin,154 000 km,Avtomat,Tam,Xeyr,22 000 AZN,,,,,,
7325,Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,94 000 km,Avtomat,Ön,Xeyr,19 900 AZN,,,,,,
7326,Bakı,Opel,Astra,2006,Universal,Yaş Asfalt,1.4 L,90 a.g.,Benzin,163 000 km,Mexaniki,Ön,Xeyr,12 000 AZN,,,,,,
7327,Bakı,Mercedes,E 220,2006,Sedan,Qara,2.2 L,170 a.g.,Dizel,207 000 km,Avtomat,Arxa,Xeyr,24 300 AZN,,,,,,
7328,Bakı,Nissan,Pathfinder,2008,Offroader / SUV,Yaş Asfalt,2.5 L,174 a.g.,Dizel,235 000 km,Avtomat,Tam,Xeyr,27 500 AZN,,,,,,
7329,Bakı,Chevrolet,Cruze,2014,Sedan,Qızılı,1.4 L,141 a.g.,Benzin,239 000 km,Avtomat,Ön,Xeyr,14 000 AZN,,,,,,
7330,Bakı,Hyundai,Sonata,2017,Sedan,Yaş Asfalt,2.4 L,181 a.g.,Benzin,139 300 km,Avtomat,Ön,Xeyr,35 700 AZN,,,,,,
7331,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,95 142 km,Avtomat,Tam,Xeyr,35 300 $,,,,,,
7332,Bakı,Kia,Sorento,2011,Offroader / SUV,Qara,2.0 L,184 a.g.,Dizel,70 000 km,Avtomat,Ön,Xeyr,26 300 AZN,,,,,,
7333,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,,,,,,
7334,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,,,,,,
7335,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,,,,,,
7336,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,,,,,,
7337,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,,,,,,
7338,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,,,,,,
7339,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,,,,,,
7340,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,,,,,,
7341,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,,,,,,
7342,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,,,,,,
7343,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,,,,,,
7344,Bakı,BMW,X5,2022,Offroader / SUV,Qara,2.0 L,231 a.g.,Dizel,0 km,Avtomat,Tam,Bəli,83 500 €,,,,,,
7345,Bakı,LADA (VAZ),Vesta SW Cross,2021,Offroader / SUV,Qəhvəyi,1.6 L,113 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,29 600 AZN,,,,,,
7346,Bakı,Volkswagen,ID.4,2021,Offroader / SUV,Boz,0.0 L,201 a.g.,Elektro,0 km,Avtomat,Arxa,Bəli,42 000 $,,,,,,
7347,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Ağ,2.0 L,149 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,32 500 $,,,,,,
7348,Bakı,Audi,S8,2013,Sedan,Qara,4.0 L,520 a.g.,Benzin,103 000 km,Avtomat,Tam,Xeyr,40 500 $,,,,,,
7349,Bakı,Hyundai,Tucson,2007,Offroader / SUV,Qara,2.0 L,112 a.g.,Dizel,195 000 km,Avtomat,Ön,Xeyr,18 300 AZN,,,,,,
7350,Bakı,Fiat,Doblo,2007,Minivan,Yaşıl,1.3 L,85 a.g.,Dizel,390 090 km,Mexaniki,Ön,Xeyr,8 000 AZN,,,,,,
7351,Bakı,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.0 L,184 a.g.,Dizel,141 000 km,Avtomat,Ön,Xeyr,22 900 AZN,,,,,,
7352,Bakı,Toyota,Prius,2009,Hetçbek / Liftbek,Qızılı,1.8 L,99 a.g.,Hibrid,200 500 km,Avtomat,Ön,Xeyr,16 500 AZN,,,,,,
7353,Bakı,Nissan,Kicks,2019,Offroader / SUV,Ağ,1.6 L,125 a.g.,Benzin,21 000 km,Avtomat,Ön,Xeyr,30 700 AZN,,,,,,
7354,Bakı,SEAT,Leon,2012,Hetçbek / Liftbek,Yaş Asfalt,2.0 L,211 a.g.,Benzin,27 000 km,Avtomat,Ön,Xeyr,29 000 AZN,,,,,,
7355,Bakı,Chevrolet,Cruze,2017,Sedan,Ağ,1.4 L,153 a.g.,Benzin,86 000 km,Avtomat,Ön,Xeyr,17 800 AZN,,,,,,
7356,Bakı,Toyota,Prius,2009,Hetçbek / Liftbek,Ağ,1.5 L,76 a.g.,Hibrid,156 000 km,Avtomat,Arxa,Xeyr,13 600 AZN,,,,,,
7357,Bakı,Kia,Rio,2006,Hetçbek / Liftbek,Ağ,1.4 L,97 a.g.,Benzin,185 000 km,Mexaniki,Ön,Xeyr,9 500 AZN,,,,,,
7358,Bakı,Lexus,GS 350,2010,Sedan,Ağ,3.5 L,250 a.g.,Benzin,98 900 km,Avtomat,Arxa,Xeyr,19 900 AZN,,,,,,
7359,Bakı,Lexus,ES 250,2022,Sedan,Qara,2.5 L,208 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,66 000 $,,,,,,
7360,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Gümüşü,3.0 L,178 a.g.,Benzin,154 000 km,Avtomat,Tam,Xeyr,22 000 AZN,,,,,,
7361,Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,94 000 km,Avtomat,Ön,Xeyr,19 900 AZN,,,,,,
7362,Bakı,Opel,Astra,2006,Universal,Yaş Asfalt,1.4 L,90 a.g.,Benzin,163 000 km,Mexaniki,Ön,Xeyr,12 000 AZN,,,,,,
7363,Bakı,Mercedes,E 220,2006,Sedan,Qara,2.2 L,170 a.g.,Dizel,207 000 km,Avtomat,Arxa,Xeyr,24 300 AZN,,,,,,
7364,Bakı,Nissan,Pathfinder,2008,Offroader / SUV,Yaş Asfalt,2.5 L,174 a.g.,Dizel,235 000 km,Avtomat,Tam,Xeyr,27 500 AZN,,,,,,
7365,Bakı,Chevrolet,Cruze,2014,Sedan,Qızılı,1.4 L,141 a.g.,Benzin,239 000 km,Avtomat,Ön,Xeyr,14 000 AZN,,,,,,
7366,Bakı,Hyundai,Sonata,2017,Sedan,Yaş Asfalt,2.4 L,181 a.g.,Benzin,139 300 km,Avtomat,Ön,Xeyr,35 700 AZN,,,,,,
7367,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,95 142 km,Avtomat,Tam,Xeyr,35 300 $,,,,,,
7368,Bakı,Kia,Sorento,2011,Offroader / SUV,Qara,2.0 L,184 a.g.,Dizel,70 000 km,Avtomat,Ön,Xeyr,26 300 AZN,,,,,,
7369,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,,,,,,
7370,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,,,,,,
7371,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,,,,,,
7372,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,,,,,,
7373,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,,,,,,
7374,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,,,,,,
7375,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,,,,,,
7376,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,,,,,,
7377,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,,,,,,
7378,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,,,,,,
7379,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,,,,,,
7380,Sumqayıt,Kia,Optima,2014,Sedan,Ağ,2.0 L,274 a.g.,Benzin,109 878 km,Avtomat,Ön,Xeyr,24 300 AZN,,,,,,
7381,Bakı,Lexus,ES 300h,2022,Sedan,Ağ,2.5 L,215 a.g.,Hibrid,0 km,Avtomat,Ön,Bəli,65 000 $,,,,,,
7382,Bakı,Haima,8S,2021,Offroader / SUV,Qara,1.6 L,195 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,44 500 AZN,,,,,,
7383,Sumqayıt,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,144 000 km,Avtomat,Arxa,Xeyr,12 500 AZN,,,,,,
7384,Bakı,LADA (VAZ),2106,2005,Sedan,Göy,1.6 L,75 a.g.,Benzin,500 000 km,Mexaniki,Arxa,Xeyr,5 300 AZN,,,,,,
7385,Bakı,Mercedes,C 300,2012,Sedan,Qəhvəyi,3.5 L,306 a.g.,Benzin,189 000 km,Avtomat,Tam,Xeyr,23 000 $,,,,,,
7386,Bakı,Hyundai,Sonata,2020,Sedan,Göy,2.5 L,180 a.g.,Benzin,39 000 km,Avtomat,Ön,Xeyr,30 500 $,,,,,,
7387,Bakı,Volkswagen,Passat,2011,Sedan,Qara,1.8 L,170 a.g.,Benzin,137 441 km,Avtomat,Ön,Xeyr,16 800 AZN,,,,,,
7388,Bakı,Kia,Optima,2012,Sedan,Qızılı,2.0 L,165 a.g.,Benzin,166 789 km,Avtomat,Ön,Xeyr,19 100 AZN,,,,,,
7389,Bakı,Kia,Optima,2017,Sedan,Göy,2.0 L,274 a.g.,Benzin,90 000 km,Avtomat,Ön,Xeyr,29 800 AZN,,,,,,
7390,Bakı,Kia,Optima,2013,Sedan,Qara,2.4 L,180 a.g.,Benzin,52 000 km,Avtomat,Ön,Xeyr,34 000 AZN,,,,,,
7391,Bakı,Toyota,Land Cruiser,2006,Offroader / SUV,Ağ,4.5 L,212 a.g.,Qaz,257 600 km,Avtomat,Tam,Xeyr,24 007 AZN,,,,,,
7392,Bakı,Toyota,Prius,2009,Hetçbek / Liftbek,Ağ,1.5 L,76 a.g.,Hibrid,156 000 km,Avtomat,Arxa,Xeyr,13 600 AZN,,,,,,
7393,Bakı,Kia,Rio,2006,Hetçbek / Liftbek,Ağ,1.4 L,97 a.g.,Benzin,185 000 km,Mexaniki,Ön,Xeyr,9 500 AZN,,,,,,
7394,Bakı,Lexus,GS 350,2010,Sedan,Ağ,3.5 L,250 a.g.,Benzin,98 900 km,Avtomat,Arxa,Xeyr,19 900 AZN,,,,,,
7395,Bakı,Lexus,ES 250,2022,Sedan,Qara,2.5 L,208 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,66 000 $,,,,,,
7396,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Gümüşü,3.0 L,178 a.g.,Benzin,154 000 km,Avtomat,Tam,Xeyr,22 000 AZN,,,,,,
7397,Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,94 000 km,Avtomat,Ön,Xeyr,19 900 AZN,,,,,,
7398,Bakı,Opel,Astra,2006,Universal,Yaş Asfalt,1.4 L,90 a.g.,Benzin,163 000 km,Mexaniki,Ön,Xeyr,12 000 AZN,,,,,,
7399,Bakı,Mercedes,E 220,2006,Sedan,Qara,2.2 L,170 a.g.,Dizel,207 000 km,Avtomat,Arxa,Xeyr,24 300 AZN,,,,,,
7400,Bakı,Nissan,Pathfinder,2008,Offroader / SUV,Yaş Asfalt,2.5 L,174 a.g.,Dizel,235 000 km,Avtomat,Tam,Xeyr,27 500 AZN,,,,,,
7401,Bakı,Chevrolet,Cruze,2014,Sedan,Qızılı,1.4 L,141 a.g.,Benzin,239 000 km,Avtomat,Ön,Xeyr,14 000 AZN,,,,,,
7402,Bakı,Hyundai,Sonata,2017,Sedan,Yaş Asfalt,2.4 L,181 a.g.,Benzin,139 300 km,Avtomat,Ön,Xeyr,35 700 AZN,,,,,,
7403,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,95 142 km,Avtomat,Tam,Xeyr,35 300 $,,,,,,
7404,Bakı,Kia,Sorento,2011,Offroader / SUV,Qara,2.0 L,184 a.g.,Dizel,70 000 km,Avtomat,Ön,Xeyr,26 300 AZN,,,,,,
7405,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,,,,,,
7406,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,,,,,,
7407,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,,,,,,
7408,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,,,,,,
7409,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,,,,,,
7410,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,,,,,,
7411,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,,,,,,
7412,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,,,,,,
7413,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,,,,,,
7414,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,,,,,,
7415,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,,,,,,
7416,Bakı,Mercedes,E 220,2006,Sedan,Qara,2.2 L,170 a.g.,Dizel,221 000 km,Avtomat,Arxa,Xeyr,22 000 AZN,,,,,,
7417,Bakı,Nissan,Teana,2007,Sedan,Qızılı,2.3 L,173 a.g.,Benzin,198 000 km,Avtomat,Ön,Xeyr,12 800 AZN,,,,,,
7418,Bakı,Mercedes,E 350,2010,Sedan,Ağ,3.5 L,306 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,58 000 $,,,,,,
7419,Bakı,Haval,Jolion,2022,Offroader / SUV,Boz,1.5 L,150 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,38 900 AZN,,,,,,
7420,Bakı,Hyundai,Sonata,2015,Sedan,Ağ,2.4 L,185 a.g.,Benzin,81 000 km,Avtomat,Ön,Xeyr,36 700 AZN,,,,,,
7421,Bakı,Opel,Vectra,1997,Universal,Yaşıl,2.0 L,136 a.g.,Benzin,435 000 km,Avtomat,Ön,Xeyr,6 500 AZN,,,,,,
7422,Bakı,BMW,X5,2007,Offroader / SUV,Boz,4.8 L,355 a.g.,Benzin,335 000 km,Avtomat,Tam,Xeyr,18 500 $,,,,,,
7423,Bakı,Honda,Civic,2015,Sedan,Gümüşü,1.5 L,112 a.g.,Hibrid,41 000 km,Avtomat,Ön,Xeyr,20 500 AZN,,,,,,
7424,Bakı,Mercedes,E 200,1991,Sedan,Boz,2.0 L,136 a.g.,Dizel,490 000 km,Mexaniki,Arxa,Xeyr,7 300 AZN,,,,,,
7425,Bakı,Renault,Megane,2006,Universal,Göy,1.5 L,106 a.g.,Dizel,239 046 km,Mexaniki,Ön,Xeyr,9 000 AZN,,,,,,
7426,Bakı,Hyundai,Santa Fe,2012,Offroader / SUV,Ağ,2.0 L,184 a.g.,Dizel,208 000 km,Avtomat,Ön,Xeyr,24 800 AZN,,,,,,
7427,Xırdalan,Mercedes,C 240,1999,Sedan,Göy,2.4 L,170 a.g.,Benzin,299 000 km,Avtomat,Arxa,Xeyr,10 900 AZN,,,,,,
7428,Bakı,Toyota,Prius,2009,Hetçbek / Liftbek,Ağ,1.5 L,76 a.g.,Hibrid,156 000 km,Avtomat,Arxa,Xeyr,13 600 AZN,,,,,,
7429,Bakı,Kia,Rio,2006,Hetçbek / Liftbek,Ağ,1.4 L,97 a.g.,Benzin,185 000 km,Mexaniki,Ön,Xeyr,9 500 AZN,,,,,,
7430,Bakı,Lexus,GS 350,2010,Sedan,Ağ,3.5 L,250 a.g.,Benzin,98 900 km,Avtomat,Arxa,Xeyr,19 900 AZN,,,,,,
7431,Bakı,Lexus,ES 250,2022,Sedan,Qara,2.5 L,208 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,66 000 $,,,,,,
7432,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Gümüşü,3.0 L,178 a.g.,Benzin,154 000 km,Avtomat,Tam,Xeyr,22 000 AZN,,,,,,
7433,Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,94 000 km,Avtomat,Ön,Xeyr,19 900 AZN,,,,,,
7434,Bakı,Opel,Astra,2006,Universal,Yaş Asfalt,1.4 L,90 a.g.,Benzin,163 000 km,Mexaniki,Ön,Xeyr,12 000 AZN,,,,,,
7435,Bakı,Mercedes,E 220,2006,Sedan,Qara,2.2 L,170 a.g.,Dizel,207 000 km,Avtomat,Arxa,Xeyr,24 300 AZN,,,,,,
7436,Bakı,Nissan,Pathfinder,2008,Offroader / SUV,Yaş Asfalt,2.5 L,174 a.g.,Dizel,235 000 km,Avtomat,Tam,Xeyr,27 500 AZN,,,,,,
7437,Bakı,Chevrolet,Cruze,2014,Sedan,Qızılı,1.4 L,141 a.g.,Benzin,239 000 km,Avtomat,Ön,Xeyr,14 000 AZN,,,,,,
7438,Bakı,Hyundai,Sonata,2017,Sedan,Yaş Asfalt,2.4 L,181 a.g.,Benzin,139 300 km,Avtomat,Ön,Xeyr,35 700 AZN,,,,,,
7439,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,95 142 km,Avtomat,Tam,Xeyr,35 300 $,,,,,,
7440,Bakı,Kia,Sorento,2011,Offroader / SUV,Qara,2.0 L,184 a.g.,Dizel,70 000 km,Avtomat,Ön,Xeyr,26 300 AZN,,,,,,
7441,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,,,,,,
7442,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,,,,,,
7443,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,,,,,,
7444,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,,,,,,
7445,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,,,,,,
7446,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,,,,,,
7447,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,,,,,,
7448,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,,,,,,
7449,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,,,,,,
7450,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,,,,,,
7451,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,,,,,,
7452,Bakı,Haval,Jolion,2022,Offroader / SUV,Boz,1.5 L,150 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,38 900 AZN,,,,,,
7453,Bakı,Cadillac,Escalade,2015,Offroader / SUV,Qara,6.2 L,426 a.g.,Benzin,61 292 km,Avtomat,Tam,Xeyr,78 500 $,,,,,,
7454,Bakı,Lexus,LX 600,2022,Offroader / SUV,Boz,3.3 L,300 a.g.,Dizel,0 km,Avtomat,Tam,Bəli,158 000 $,,,,,,
7455,Sumqayıt,Kia,Stonic,2022,Hetçbek / Liftbek,Ağ,1.4 L,100 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,36 900 AZN,,,,,,
7456,Bakı,Land Rover,Range Rover,2012,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,162 000 km,Avtomat,Tam,Xeyr,40 000 $,,,,,,
7457,Bakı,Mercedes,E 220,2000,Sedan,Göy,2.2 L,143 a.g.,Dizel,360 000 km,Avtomat,Arxa,Xeyr,16 400 AZN,,,,,,
7458,Bakı,Porsche,Cayenne Turbo,2010,Offroader / SUV,Ağ,4.8 L,500 a.g.,Benzin,118 000 km,Avtomat,Tam,Xeyr,28 500 $,,,,,,
7459,Bakı,BMW,528,2012,Sedan,Gümüşü,2.0 L,245 a.g.,Benzin,182 000 km,Avtomat,Arxa,Xeyr,19 200 $,,,,,,
7460,Bakı,LADA (VAZ),2107,2008,Sedan,Ağ,1.6 L,75 a.g.,Benzin,185 480 km,Mexaniki,Arxa,Xeyr,7 400 AZN,,,,,,
7461,Bakı,Kia,Sorento,2013,Offroader / SUV,Ağ,2.0 L,184 a.g.,Dizel,189 000 km,Avtomat,Ön,Xeyr,30 800 AZN,,,,,,
7462,Bakı,Nissan,Altima,2015,Sedan,Qara,2.5 L,175 a.g.,Benzin,145 000 km,Avtomat,Ön,Xeyr,24 000 AZN,,,,,,
7463,Bakı,Honda,Civic,2015,Sedan,Gümüşü,1.5 L,112 a.g.,Hibrid,41 000 km,Avtomat,Ön,Xeyr,20 500 AZN,,,,,,
7464,Bakı,Toyota,Prius,2009,Hetçbek / Liftbek,Ağ,1.5 L,76 a.g.,Hibrid,156 000 km,Avtomat,Arxa,Xeyr,13 600 AZN,,,,,,
7465,Bakı,Kia,Rio,2006,Hetçbek / Liftbek,Ağ,1.4 L,97 a.g.,Benzin,185 000 km,Mexaniki,Ön,Xeyr,9 500 AZN,,,,,,
7466,Bakı,Lexus,GS 350,2010,Sedan,Ağ,3.5 L,250 a.g.,Benzin,98 900 km,Avtomat,Arxa,Xeyr,19 900 AZN,,,,,,
7467,Bakı,Lexus,ES 250,2022,Sedan,Qara,2.5 L,208 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,66 000 $,,,,,,
7468,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Gümüşü,3.0 L,178 a.g.,Benzin,154 000 km,Avtomat,Tam,Xeyr,22 000 AZN,,,,,,
